ratio	DB	avg	lat
100%	RocksDB	0.764	1.295
100%	RocksDB	0.743	1.245
100%	RocksDB	0.737	1.288
100%	RocksDB	0.752	1.295
100%	RocksDB	0.737	1.287
100%	RocksDB	0.741	1.295
100%	RocksDB	0.741	1.254
100%	RocksDB	0.748	1.295
100%	RocksDB	0.751	1.29
100%	RocksDB	0.758	1.295
100%	RocksDB	0.738	1.294
100%	RocksDB	0.76	1.225
100%	RocksDB	0.73	1.294
100%	RocksDB	0.746	1.294
100%	RocksDB	0.753	1.295
100%	RocksDB	0.728	1.263
100%	RocksDB	0.744	1.295
100%	RocksDB	0.733	1.216
100%	RocksDB	0.731	1.294
100%	RocksDB	0.732	1.225
100%	RocksDB	0.757	1.272
100%	RocksDB	0.755	1.211
100%	RocksDB	0.762	1.243
100%	RocksDB	0.733	1.297
100%	RocksDB	0.756	1.294
100%	RocksDB	0.749	1.212
100%	RocksDB	0.727	1.294
100%	RocksDB	0.738	1.294
100%	RocksDB	0.725	1.237
100%	RocksDB	0.767	1.26
100%	RocksDB	0.744	1.295
100%	RocksDB	0.739	1.29
100%	RocksDB	0.758	1.253
100%	RocksDB	0.749	1.295
100%	RocksDB	0.762	1.295
100%	RocksDB	0.733	1.23
100%	RocksDB	0.757	1.226
100%	RocksDB	0.721	1.223
100%	RocksDB	0.671	1.293
100%	RocksDB	0.531	1.292
100%	RocksDB	0.337	1.218
100%	RocksDB	0.245	0.503
100%	RocksDB	0.244	0.453
100%	RocksDB	0.246	0.465
100%	RocksDB	0.249	0.487
100%	RocksDB	0.25	0.562
100%	RocksDB	0.252	0.563
100%	RocksDB	0.248	0.561
100%	RocksDB	0.253	0.565
100%	RocksDB	0.269	0.688
100%	RocksDB	0.252	0.566
100%	RocksDB	0.259	0.575
100%	RocksDB	0.257	0.633
100%	RocksDB	0.254	0.572
100%	RocksDB	0.252	0.568
100%	RocksDB	0.26	0.568
100%	RocksDB	0.257	0.567
100%	RocksDB	0.254	0.564
100%	RocksDB	0.262	0.563
100%	RocksDB	0.253	0.566
100%	RocksDB	0.253	0.564
100%	RocksDB	0.258	0.552
100%	RocksDB	0.256	0.525
100%	RocksDB	0.263	0.487
100%	RocksDB	0.255	0.555
100%	RocksDB	0.248	0.499
100%	RocksDB	0.244	0.562
100%	RocksDB	0.254	0.561
100%	RocksDB	0.262	0.529
100%	RocksDB	0.26	0.499
100%	RocksDB	0.253	0.482
100%	RocksDB	0.252	0.564
100%	RocksDB	0.257	0.563
100%	RocksDB	0.255	0.564
100%	RocksDB	0.25	0.563
100%	RocksDB	0.247	0.557
100%	RocksDB	0.251	0.564
100%	RocksDB	0.253	0.543
100%	RocksDB	0.258	0.564
100%	RocksDB	0.255	0.556
100%	RocksDB	0.255	0.52
100%	RocksDB	0.253	0.53
100%	RocksDB	0.251	0.566
100%	RocksDB	0.253	0.566
100%	RocksDB	0.253	0.488
100%	RocksDB	0.257	0.561
100%	RocksDB	0.26	0.535
100%	RocksDB	0.254	0.525
100%	RocksDB	0.262	0.522
100%	RocksDB	0.258	0.564
100%	RocksDB	0.255	0.563
100%	RocksDB	0.263	0.486
100%	RocksDB	0.258	0.562
100%	RocksDB	0.253	0.56
100%	RocksDB	0.25	0.508
100%	RocksDB	0.243	0.532
100%	RocksDB	0.254	0.527
100%	RocksDB	0.26	0.531
100%	Auto	0.399	0.399
100%	Auto	0.341	0.574
100%	Auto	0.345	0.572
100%	Auto	0.344	0.575
100%	Auto	0.336	0.568
100%	Auto	0.337	0.569
100%	Auto	0.339	0.572
100%	Auto	0.334	0.568
100%	Auto	0.332	0.541
100%	Auto	0.336	0.566
100%	Auto	0.331	0.566
100%	Auto	0.334	0.492
100%	Auto	0.332	0.566
100%	Auto	0.333	0.567
100%	Auto	0.333	0.573
100%	Auto	0.35	0.845
100%	Auto	0.344	0.79
100%	Auto	0.33	0.587
100%	Auto	0.333	0.58
100%	Auto	0.33	0.578
100%	Auto	0.329	0.576
100%	Auto	0.33	0.57
100%	Auto	0.328	0.565
100%	Auto	0.326	0.567
100%	Auto	0.332	0.57
100%	Auto	0.327	0.571
100%	Auto	0.326	0.497
100%	Auto	0.327	0.568
100%	Auto	0.325	0.543
100%	Auto	0.319	0.567
100%	Auto	0.326	0.57
100%	Auto	0.332	0.532
100%	Auto	0.328	0.523
100%	Auto	0.324	0.55
100%	Auto	0.326	0.567
100%	Auto	0.324	0.521
100%	Auto	0.32	0.537
100%	Auto	0.317	0.508
100%	Auto	0.323	0.498
100%	Auto	0.313	0.501
100%	Auto	0.322	0.531
100%	Auto	0.32	0.497
100%	Auto	0.317	0.536
100%	Auto	0.315	0.456
100%	Auto	0.317	0.512
100%	Auto	0.31	0.567
100%	Auto	0.312	0.552
100%	Auto	0.316	0.484
100%	Auto	0.314	0.503
100%	Auto	0.318	0.566
100%	Auto	0.31	0.55
100%	Auto	0.316	0.503
100%	Auto	0.312	0.499
100%	Auto	0.311	0.494
100%	Auto	0.31	0.499
100%	Auto	0.309	0.541
100%	Auto	0.312	0.566
100%	Auto	0.306	0.52
100%	Auto	0.308	0.523
100%	Auto	0.304	0.555
100%	Auto	0.299	0.565
100%	Auto	0.299	0.496
100%	Auto	0.298	0.529
100%	Auto	0.308	0.568
100%	Auto	0.297	0.564
100%	Auto	0.305	0.496
100%	Auto	0.298	0.551
100%	Auto	0.333	1.139
100%	Auto	0.859	1.295
100%	Auto	0.874	1.295
100%	Auto	0.859	1.295
100%	Auto	0.863	1.256
100%	Auto	0.867	1.295
100%	Auto	0.87	1.257
100%	Auto	0.879	1.295
100%	Auto	0.876	1.218
100%	Auto	0.861	1.296
100%	Auto	0.872	1.296
100%	Auto	0.866	1.296
100%	Auto	0.85	1.299
100%	Auto	0.849	1.3
100%	Auto	0.858	1.297
100%	Auto	0.846	1.299
100%	Auto	0.839	1.299
100%	Auto	0.849	1.296
100%	Auto	0.849	1.296
100%	Auto	0.845	1.295
100%	Auto	0.856	1.295
100%	Auto	0.832	1.295
100%	Auto	0.827	1.295
100%	Auto	0.846	1.295
100%	Auto	0.85	1.296
100%	Auto	0.832	1.295
100%	Auto	0.834	1.235
100%	Auto	0.819	1.295
100%	Auto	0.807	1.295
100%	Auto	0.827	1.289
100%	Auto	0.826	1.19
100%	Auto	0.829	1.295
100%	Auto	0.82	1.295
100%	Auto	0.824	1.295
100%	Auto	0.832	1.295
100%	Auto	0.817	1.295
100%	Auto	0.825	1.295
100%	Auto	0.802	1.296
100%	Auto	0.817	1.296
100%	Auto	0.815	1.295
100%	Auto	0.803	1.241
100%	Auto	0.802	1.295
100%	Auto	0.806	1.295
100%	Auto	0.797	1.294
100%	Auto	0.789	1.224
100%	Auto	0.785	1.295
100%	Auto	0.798	1.295
100%	Auto	0.798	1.284
100%	Auto	0.795	1.295
100%	Auto	0.777	1.232
100%	Auto	0.782	1.295
100%	Auto	0.789	1.273
100%	Auto	0.772	1.295
100%	Auto	0.803	1.295
100%	Auto	0.807	1.295
100%	Auto	0.775	1.295
100%	Auto	0.775	1.295
100%	Auto	0.779	1.295
100%	Auto	0.794	1.295
100%	Auto	0.767	1.223
100%	Auto	0.75	1.294
100%	Auto	0.774	1.268
100%	Auto	0.776	1.269
100%	Auto	0.768	1.197
100%	Auto	0.771	1.295
100%	Auto	0.739	1.294
100%	Auto	0.747	1.216
100%	Auto	0.768	1.295
100%	Auto	0.772	1.23
100%	Auto	0.755	1.295
100%	Auto	0.747	1.251
100%	Auto	0.76	1.295
100%	Auto	0.748	1.296
100%	Auto	0.727	1.296
100%	Auto	0.711	1.298
100%	Auto	0.711	1.299
100%	Auto	0.664	1.296
100%	Auto	0.497	1.292
100%	Auto	0.48	1.291
100%	Auto	0.286	1.206
100%	Auto	0.256	0.562
100%	Auto	0.258	0.566
100%	Auto	0.249	0.563
100%	Auto	0.25	0.561
100%	Auto	0.248	0.558
100%	Auto	0.252	0.562
100%	Auto	0.256	0.564
100%	Auto	0.25	0.56
100%	Auto	0.256	0.535
100%	Auto	0.254	0.529
100%	Auto	0.246	0.562
100%	Auto	0.256	0.566
100%	Auto	0.266	0.566
100%	Auto	0.255	0.522
100%	Auto	0.258	0.567
100%	Auto	0.252	0.566
100%	Auto	0.277	0.624
100%	Auto	0.27	0.573
100%	Auto	0.264	0.574
100%	Auto	0.258	0.57
100%	Auto	0.261	0.567
100%	Auto	0.259	0.565
100%	Auto	0.255	0.565
100%	Auto	0.252	0.567
100%	Auto	0.264	0.571
100%	Auto	0.259	0.571
100%	Auto	0.26	0.568
100%	Auto	0.272	0.568
100%	Auto	0.27	0.578
100%	Auto	0.264	0.523
100%	Auto	0.255	0.569
100%	Auto	0.268	0.57
100%	Auto	0.251	0.571
100%	Auto	0.266	0.575
100%	Auto	0.263	0.573
100%	Auto	0.247	0.567
100%	Auto	0.254	0.566
100%	Auto	0.253	0.566
100%	Auto	0.257	0.562
100%	Auto	0.265	0.564
100%	Auto	0.247	0.472
100%	Auto	0.248	0.548
100%	Auto	0.244	0.473
100%	Auto	0.255	0.462
100%	Auto	0.257	0.461
100%	Auto	0.244	0.48
100%	Auto	0.258	0.577
100%	Auto	0.268	0.743
100%	Auto	0.256	0.591
100%	Auto	0.254	0.566
100%	Auto	0.256	0.536
100%	Auto	0.263	0.575
100%	Auto	0.25	0.569
100%	Auto	0.26	0.575
100%	Auto	0.263	0.534
100%	Auto	0.256	0.54
100%	Auto	0.26	0.57
100%	Auto	0.254	0.539
100%	Auto	0.258	0.567
100%	Auto	0.255	0.512
100%	Auto	0.267	0.562
100%	Auto	0.265	0.558
100%	Auto	0.268	0.506
100%	Auto	0.255	0.516
100%	Auto	0.253	0.546
100%	Auto	0.25	0.53
100%	Auto	0.244	0.537
100%	Auto	0.249	0.563
100%	Auto	0.244	0.489
100%	Auto	0.259	0.464
100%	Auto	0.257	0.479
100%	Auto	0.25	0.482
100%	Auto	0.254	0.56
100%	Auto	0.25	0.556
100%	Auto	0.264	0.564
100%	Auto	0.263	0.566
100%	Auto	0.256	0.564
100%	Auto	0.251	0.48
100%	Auto	0.255	0.491
100%	Auto	0.258	0.564
100%	Auto	0.255	0.561
100%	Auto	0.262	0.485
100%	Auto	0.257	0.561
100%	Auto	0.261	0.562
100%	Auto	0.247	0.491
100%	Auto	0.245	0.565
100%	Auto	0.253	0.56
100%	Auto	0.251	0.548
100%	Auto	0.247	0.562
100%	Auto	0.25	0.558
100%	Auto	0.255	0.556
100%	Auto	0.249	0.515
100%	Auto	0.256	0.517
100%	Auto	0.248	0.56
100%	Auto	0.249	0.525
100%	Auto	0.25	0.56
100%	Auto	0.256	0.549
100%	Auto	0.26	0.544
100%	Auto	0.252	0.507
100%	Auto	0.249	0.55
100%	Auto	0.242	0.558
100%	Auto	0.25	0.489
100%	Auto	0.251	0.497
100%	Auto	0.248	0.523
100%	Auto	0.253	0.495
100%	Auto	0.25	0.562
100%	Auto	0.254	0.504
100%	Auto	0.248	0.561
100%	Auto	0.26	0.564
100%	Auto	0.254	0.568
100%	Auto	0.257	0.571
100%	Auto	0.268	0.66
100%	Auto	0.255	0.581
100%	Auto	0.258	0.579
100%	Auto	0.388	1.278
100%	Auto	0.746	1.295
100%	Auto	0.751	1.294
100%	Auto	0.75	1.295
100%	Auto	0.751	1.229
100%	Auto	0.751	1.256
100%	Auto	0.756	1.295
100%	Auto	0.747	1.294
100%	Auto	0.743	1.219
100%	Auto	0.762	1.283
100%	Auto	0.755	1.262
100%	Auto	0.755	1.277
100%	Auto	0.735	1.294
100%	Auto	0.747	1.294
100%	Auto	0.752	1.287
100%	Auto	0.766	1.295
100%	Auto	0.739	1.295
100%	Auto	0.745	1.295
100%	Auto	0.752	1.264
100%	Auto	0.741	1.294
100%	Auto	0.746	1.296
100%	Auto	0.744	1.295
100%	Auto	0.756	1.296
100%	Auto	0.755	1.295
100%	Auto	0.761	1.295
100%	Auto	0.735	1.294
100%	Auto	0.732	1.295
100%	Auto	0.76	1.295
100%	Auto	0.743	1.289
100%	Auto	0.756	1.295
100%	Auto	0.738	1.265
100%	Auto	0.751	1.295
100%	Auto	0.75	1.275
100%	Auto	0.754	1.295
100%	Auto	0.747	1.295
100%	Auto	0.759	1.295
100%	Auto	0.752	1.281
100%	Auto	0.738	1.2
100%	Auto	0.755	1.253
100%	Auto	0.738	1.294
100%	Auto	0.759	1.295
100%	Auto	0.736	1.294
100%	Auto	0.731	1.294
100%	Auto	0.753	1.295
100%	Auto	0.753	1.189
100%	Auto	0.745	1.294
100%	Auto	0.733	1.295
100%	Auto	0.745	1.294
100%	Auto	0.765	1.292
100%	Auto	0.736	1.247
100%	Auto	0.767	1.294
100%	Auto	0.746	1.294
100%	Auto	0.753	1.294
100%	Auto	0.744	1.281
100%	Auto	0.728	1.294
100%	Auto	0.748	1.234
100%	Auto	0.748	1.282
100%	Auto	0.759	1.205
100%	Auto	0.74	1.211
100%	Auto	0.649	1.229
100%	Auto	0.728	1.294
100%	Auto	0.74	1.294
100%	Auto	0.571	1.208
100%	Auto	0.292	1.121
100%	Auto	0.247	0.486
100%	Auto	0.253	0.552
100%	Auto	0.255	0.534
100%	Auto	0.253	0.562
100%	Auto	0.252	0.469
100%	Auto	0.257	0.529
100%	Auto	0.255	0.564
100%	Auto	0.252	0.503
100%	Auto	0.255	0.563
100%	Auto	0.253	0.515
100%	Auto	0.256	0.568
100%	Auto	0.254	0.565
100%	Auto	0.255	0.554
100%	Auto	0.256	0.564
100%	Auto	0.258	0.547
100%	Auto	0.267	0.573
100%	Auto	0.263	0.643
100%	Auto	0.256	0.566
100%	Auto	0.266	0.572
100%	Auto	0.261	0.574
100%	Auto	0.256	0.509
100%	Auto	0.26	0.567
100%	Auto	0.253	0.568
100%	Auto	0.26	0.553
100%	Auto	0.258	0.569
100%	Auto	0.275	0.579
100%	Auto	0.268	0.573
100%	Auto	0.256	0.567
100%	Auto	0.264	0.567
100%	Auto	0.256	0.562
100%	Auto	0.254	0.569
100%	Auto	0.264	0.571
100%	Auto	0.254	0.574
100%	Auto	0.251	0.569
100%	Auto	0.258	0.567
100%	Auto	0.262	0.571
100%	Auto	0.242	0.559
100%	Auto	0.254	0.557
100%	Auto	0.255	0.561
100%	Auto	0.262	0.568
100%	Auto	0.256	0.552
100%	Auto	0.266	0.569
100%	Auto	0.257	0.562
100%	Auto	0.259	0.519
100%	Auto	0.264	0.534
100%	Auto	0.254	0.519
100%	Auto	0.253	0.748
100%	Auto	0.266	0.75
100%	Auto	0.268	0.723
100%	Auto	0.257	0.578
100%	Auto	0.266	0.571
100%	Auto	0.246	0.572
100%	Auto	0.264	0.57
100%	Auto	0.26	0.562
100%	Auto	0.259	0.561
100%	Auto	0.257	0.567
100%	Auto	0.271	0.571
100%	Auto	0.251	0.566
100%	Auto	0.249	0.561
100%	Auto	0.255	0.563
100%	Auto	0.261	0.556
100%	Auto	0.262	0.534
100%	Auto	0.265	0.563
100%	Auto	0.265	0.565
100%	Auto	0.256	0.565
100%	Auto	0.26	0.517
100%	Auto	0.248	0.494
100%	Auto	0.254	0.47
100%	Auto	0.251	0.563
100%	Auto	0.249	0.558
100%	Auto	0.259	0.567
100%	Auto	0.252	0.558
100%	Auto	0.253	0.521
100%	Auto	0.253	0.558
100%	Auto	0.246	0.545
100%	Auto	0.259	0.557
100%	Auto	0.256	0.564
100%	Auto	0.254	0.491
100%	Auto	0.256	0.539
100%	Auto	0.254	0.561
100%	Auto	0.251	0.541
100%	Auto	0.252	0.547
100%	Auto	0.255	0.501
100%	Auto	0.249	0.465
100%	Auto	0.251	0.533
100%	Auto	0.26	0.536
100%	Auto	0.248	0.566
100%	Auto	0.249	0.557
100%	Auto	0.259	0.565
100%	Auto	0.251	0.516
100%	Auto	0.25	0.476
100%	Auto	0.242	0.527
100%	Auto	0.243	0.481
100%	Auto	0.254	0.555
100%	Auto	0.236	0.538
100%	Auto	0.255	0.543
100%	Auto	0.249	0.55
100%	Auto	0.253	0.561
100%	Auto	0.255	0.561
100%	Auto	0.25	0.51
100%	Auto	0.256	0.479
100%	Auto	0.251	0.555
100%	Auto	0.247	0.494
100%	Auto	0.25	0.509
100%	Auto	0.254	0.535
100%	Auto	0.248	0.558
100%	Auto	0.245	0.557
100%	Auto	0.249	0.557
100%	Auto	0.255	0.507
100%	Auto	0.246	0.565
100%	Auto	0.255	0.569
100%	Auto	0.261	0.574
100%	Auto	0.262	0.611
100%	Auto	0.267	0.579
100%	Auto	0.262	0.58
100%	Auto	0.331	1.259
100%	Auto	0.729	1.297
100%	Auto	0.773	1.294
100%	Auto	0.752	1.294
100%	Auto	0.748	1.294
100%	Auto	0.745	1.294
100%	Auto	0.746	1.279
100%	Auto	0.733	1.256
100%	Auto	0.747	1.295
100%	Auto	0.757	1.23
100%	Auto	0.746	1.192
100%	Auto	0.742	1.294
100%	Auto	0.751	1.266
100%	Auto	0.726	1.292
100%	Auto	0.724	1.274
100%	Auto	0.746	1.235
100%	Auto	0.728	1.294
100%	Auto	0.727	1.295
100%	Auto	0.734	1.294
100%	Auto	0.747	1.295
100%	Auto	0.745	1.226
100%	Auto	0.748	1.296
100%	Auto	0.745	1.295
100%	Auto	0.748	1.295
100%	Auto	0.733	1.295
100%	Auto	0.747	1.295
100%	Auto	0.734	1.223
100%	Auto	0.733	1.294
100%	Auto	0.77	1.295
100%	Auto	0.752	1.295
100%	Auto	0.768	1.295
100%	Auto	0.738	1.237
100%	Auto	0.753	1.234
100%	Auto	0.753	1.295
100%	Auto	0.746	1.269
100%	Auto	0.732	1.294
100%	Auto	0.761	1.295
100%	Auto	0.761	1.295
100%	Auto	0.742	1.294
100%	Auto	0.736	1.294
100%	Auto	0.738	1.294
100%	Auto	0.749	1.279
100%	Auto	0.742	1.242
100%	Auto	0.759	1.206
100%	Auto	0.756	1.23
100%	Auto	0.753	1.295
100%	Auto	0.74	1.294
100%	Auto	0.747	1.237
100%	Auto	0.731	1.197
100%	Auto	0.749	1.294
100%	Auto	0.761	1.288
100%	Auto	0.748	1.23
100%	Auto	0.742	1.204
100%	Auto	0.741	1.294
100%	Auto	0.736	1.24
100%	Auto	0.745	1.228
100%	Auto	0.731	1.23
100%	Auto	0.662	1.209
100%	Auto	0.74	1.215
100%	Auto	0.738	1.295
100%	Auto	0.734	1.294
100%	Auto	0.633	1.206
100%	Auto	0.677	1.287
100%	Auto	0.572	1.292
100%	Auto	0.405	1.19
100%	Auto	0.284	1.139
100%	Auto	0.246	0.519
100%	Auto	0.246	0.557
100%	Auto	0.257	0.562
100%	Auto	0.256	0.558
100%	Auto	0.25	0.562
100%	Auto	0.254	0.549
100%	Auto	0.26	0.476
100%	Auto	0.259	0.538
100%	Auto	0.263	0.535
100%	Auto	0.266	0.516
100%	Auto	0.252	0.566
100%	Auto	0.263	0.567
100%	Auto	0.261	0.57
100%	Auto	0.274	0.721
100%	Auto	0.264	0.574
100%	Auto	0.253	0.572
100%	Auto	0.265	0.574
100%	Auto	0.265	0.568
100%	Auto	0.256	0.567
100%	Auto	0.264	0.568
100%	Auto	0.256	0.571
100%	Auto	0.256	0.567
100%	Auto	0.257	0.573
100%	Auto	0.263	0.574
100%	Auto	0.251	0.572
100%	Auto	0.257	0.566
100%	Auto	0.266	0.569
100%	Auto	0.26	0.568
100%	Auto	0.258	0.574
100%	Auto	0.258	0.578
100%	Auto	0.263	0.575
100%	Auto	0.25	0.54
100%	Auto	0.262	0.569
100%	Auto	0.259	0.567
100%	Auto	0.257	0.568
100%	Auto	0.251	0.565
100%	Auto	0.246	0.549
100%	Auto	0.257	0.566
100%	Auto	0.265	0.563
100%	Auto	0.247	0.498
100%	Auto	0.261	0.567
100%	Auto	0.246	0.501
100%	Auto	0.244	0.564
100%	Auto	0.255	0.664
100%	Auto	0.265	0.786
100%	Auto	0.274	0.578
100%	Auto	0.241	0.567
100%	Auto	0.253	0.57
100%	Auto	0.261	0.578
100%	Auto	0.253	0.563
100%	Auto	0.257	0.561
100%	Auto	0.267	0.564
100%	Auto	0.262	0.57
100%	Auto	0.255	0.569
100%	Auto	0.26	0.568
100%	Auto	0.262	0.565
100%	Auto	0.248	0.562
100%	Auto	0.252	0.564
100%	Auto	0.254	0.56
100%	Auto	0.261	0.512
100%	Auto	0.255	0.548
100%	Auto	0.259	0.567
100%	Auto	0.261	0.521
100%	Auto	0.249	0.562
100%	Auto	0.254	0.497
100%	Auto	0.251	0.486
100%	Auto	0.247	0.562
100%	Auto	0.246	0.565
100%	Auto	0.254	0.488
100%	Auto	0.255	0.559
100%	Auto	0.251	0.526
100%	Auto	0.252	0.481
100%	Auto	0.249	0.556
100%	Auto	0.255	0.551
100%	Auto	0.262	0.548
100%	Auto	0.254	0.565
100%	Auto	0.254	0.519
100%	Auto	0.253	0.547
100%	Auto	0.248	0.488
100%	Auto	0.258	0.556
100%	Auto	0.254	0.503
100%	Auto	0.247	0.499
100%	Auto	0.254	0.561
100%	Auto	0.247	0.563
100%	Auto	0.262	0.523
100%	Auto	0.258	0.561
100%	Auto	0.243	0.516
100%	Auto	0.248	0.56
100%	Auto	0.253	0.56
100%	Auto	0.257	0.561
100%	Auto	0.258	0.561
100%	Auto	0.24	0.535
100%	Auto	0.244	0.472
100%	Auto	0.253	0.505
100%	Auto	0.259	0.557
100%	Auto	0.254	0.562
100%	Auto	0.256	0.561
100%	Auto	0.258	0.511
100%	Auto	0.255	0.52
100%	Auto	0.249	0.502
100%	Auto	0.253	0.551
100%	Auto	0.255	0.562
100%	Auto	0.258	0.562
100%	Auto	0.249	0.559
100%	Auto	0.259	0.537
100%	Auto	0.252	0.502
100%	Auto	0.246	0.568
100%	Auto	0.248	0.566
100%	Auto	0.252	0.58
100%	Auto	0.258	0.666
100%	Auto	0.259	0.574
100%	Auto	0.253	0.572
100%	Auto	0.255	0.573
100%	Auto	0.255	0.572
100%	Auto	0.559	1.276
100%	Auto	0.729	1.236
100%	Auto	0.761	1.283
100%	Auto	0.737	1.294
100%	Auto	0.748	1.27
100%	Auto	0.754	1.295
100%	Auto	0.722	1.295
100%	Auto	0.742	1.295
100%	Auto	0.758	1.295
100%	Auto	0.747	1.226
100%	Auto	0.753	1.203
100%	Auto	0.742	1.295
100%	Auto	0.732	1.283
100%	Auto	0.74	1.294
100%	Auto	0.759	1.295
100%	Auto	0.744	1.294
100%	Auto	0.748	1.295
100%	Auto	0.741	1.294
100%	Auto	0.737	1.295
100%	Auto	0.751	1.296
100%	Auto	0.729	1.294
100%	Auto	0.758	1.295
100%	Auto	0.725	1.295
100%	Auto	0.733	1.294
100%	Auto	0.749	1.292
100%	Auto	0.747	1.295
100%	Auto	0.732	1.264
100%	Auto	0.752	1.289
100%	Auto	0.757	1.295
100%	Auto	0.753	1.294
100%	Auto	0.744	1.249
100%	Auto	0.753	1.294
100%	Auto	0.753	1.226
100%	Auto	0.752	1.294
100%	Auto	0.757	1.295
100%	Auto	0.729	1.295
100%	Auto	0.75	1.295
100%	Auto	0.747	1.295
100%	Auto	0.748	1.282
100%	Auto	0.751	1.295
100%	Auto	0.738	1.295
100%	Auto	0.731	1.291
100%	Auto	0.747	1.282
100%	Auto	0.76	1.291
100%	Auto	0.754	1.259
100%	Auto	0.746	1.246
100%	Auto	0.734	1.294
100%	Auto	0.756	1.274
100%	Auto	0.757	1.231
100%	Auto	0.72	1.295
100%	Auto	0.726	1.223
100%	Auto	0.748	1.294
100%	Auto	0.74	1.294
100%	Auto	0.754	1.295
100%	Auto	0.742	1.292
100%	Auto	0.747	1.241
100%	Auto	0.668	1.192
100%	Auto	0.748	1.222
100%	Auto	0.661	1.293
100%	Auto	0.74	1.294
100%	Auto	0.711	1.185
100%	Auto	0.668	1.249
100%	Auto	0.748	1.294
100%	Auto	0.621	1.293
100%	Auto	0.332	1.235
100%	Auto	0.254	0.552
100%	Auto	0.253	0.562
100%	Auto	0.258	0.564
100%	Auto	0.255	0.564
100%	Auto	0.247	0.515
100%	Auto	0.247	0.561
100%	Auto	0.252	0.521
100%	Auto	0.254	0.536
100%	Auto	0.258	0.564
100%	Auto	0.243	0.548
100%	Auto	0.263	0.563
100%	Auto	0.261	0.566
100%	Auto	0.264	0.579
100%	Auto	0.261	0.568
100%	Auto	0.259	0.57
100%	Auto	0.259	0.582
100%	Auto	0.264	0.569
100%	Auto	0.256	0.568
100%	Auto	0.253	0.566
100%	Auto	0.253	0.565
100%	Auto	0.256	0.568
100%	Auto	0.263	0.572
100%	Auto	0.265	0.577
100%	Auto	0.25	0.574
100%	Auto	0.259	0.567
100%	Auto	0.248	0.568
100%	Auto	0.264	0.574
100%	Auto	0.267	0.571
100%	Auto	0.269	0.576
100%	Auto	0.254	0.568
100%	Auto	0.253	0.515
100%	Auto	0.254	0.567
100%	Auto	0.256	0.563
100%	Auto	0.255	0.561
100%	Auto	0.243	0.514
100%	Auto	0.255	0.561
100%	Auto	0.261	0.566
100%	Auto	0.254	0.561
100%	Auto	0.257	0.492
100%	Auto	0.267	0.571
100%	Auto	0.258	0.515
100%	Auto	0.253	0.551
100%	Auto	0.257	0.575
100%	Auto	0.263	0.58
100%	Auto	0.272	0.578
100%	Auto	0.269	0.581
100%	Auto	0.253	0.565
100%	Auto	0.251	0.572
100%	Auto	0.26	0.57
100%	Auto	0.25	0.522
100%	Auto	0.249	0.561
100%	Auto	0.255	0.565
100%	Auto	0.261	0.564
100%	Auto	0.263	0.565
100%	Auto	0.261	0.569
100%	Auto	0.254	0.562
100%	Auto	0.248	0.559
100%	Auto	0.262	0.509
100%	Auto	0.264	0.527
100%	Auto	0.257	0.522
100%	Auto	0.254	0.538
100%	Auto	0.255	0.502
100%	Auto	0.249	0.534
100%	Auto	0.248	0.548
100%	Auto	0.255	0.481
100%	Auto	0.249	0.561
100%	Auto	0.25	0.501
100%	Auto	0.25	0.563
100%	Auto	0.253	0.562
100%	Auto	0.256	0.562
100%	Auto	0.251	0.561
100%	Auto	0.252	0.56
100%	Auto	0.259	0.525
100%	Auto	0.245	0.485
100%	Auto	0.255	0.466
100%	Auto	0.251	0.558
100%	Auto	0.252	0.505
100%	Auto	0.253	0.548
100%	Auto	0.247	0.529
100%	Auto	0.25	0.48
100%	Auto	0.252	0.512
100%	Auto	0.254	0.533
100%	Auto	0.256	0.56
100%	Auto	0.249	0.558
100%	Auto	0.253	0.564
100%	Auto	0.256	0.542
100%	Auto	0.253	0.552
100%	Auto	0.25	0.53
100%	Auto	0.256	0.48
100%	Auto	0.249	0.526
100%	Auto	0.257	0.562
100%	Auto	0.252	0.561
100%	Auto	0.249	0.493
100%	Auto	0.248	0.49
100%	Auto	0.252	0.497
100%	Auto	0.239	0.499
100%	Auto	0.241	0.457
100%	Auto	0.25	0.471
100%	Auto	0.242	0.556
100%	Auto	0.248	0.484
100%	Auto	0.251	0.56
100%	Auto	0.248	0.56
100%	Auto	0.249	0.509
100%	Auto	0.252	0.492
100%	Auto	0.254	0.562
100%	Auto	0.256	0.563
100%	Auto	0.25	0.562
100%	Auto	0.256	0.58
100%	Auto	0.257	0.647
100%	Auto	0.257	0.569
100%	Auto	0.263	0.575
100%	Auto	0.261	0.572
100%	Auto	0.253	0.577
100%	Auto	0.254	0.563
100%	Auto	0.455	1.204
100%	Auto	0.744	1.294
100%	Auto	0.722	1.294
100%	Auto	0.747	1.295
100%	Auto	0.76	1.295
100%	Auto	0.758	1.295
100%	Auto	0.758	1.295
100%	Auto	0.753	1.213
100%	Auto	0.747	1.241
100%	Auto	0.764	1.217
100%	Auto	0.727	1.293
100%	Auto	0.752	1.275
100%	Auto	0.761	1.294
100%	Auto	0.751	1.294
100%	Auto	0.748	1.232
100%	Auto	0.739	1.243
100%	Auto	0.757	1.211
100%	Auto	0.711	1.295
100%	Auto	0.735	1.297
100%	Auto	0.733	1.295
100%	Auto	0.761	1.295
100%	Auto	0.745	1.296
